Point	X	Y	Z
4130	0.118 cm	0.33 cm	0.094 cm
4131	0.12 cm	0.33 cm	0.094 cm
4132	0.121 cm	0.328 cm	0.093 cm
4133	0.12 cm	0.332 cm	0.095 cm
4134	0.122 cm	0.332 cm	0.096 cm
4135	0.122 cm	0.33 cm	0.095 cm
4136	0.121 cm	0.333 cm	0.097 cm
4137	0.107 cm	0.313 cm	0.09 cm
4138	0.108 cm	0.311 cm	0.089 cm
4139	0.107 cm	0.31 cm	0.09 cm
4140	0.106 cm	0.312 cm	0.091 cm
4141	0.108 cm	0.314 cm	0.089 cm
4142	0.109 cm	0.313 cm	0.088 cm
4143	0.109 cm	0.315 cm	0.089 cm
4144	0.11 cm	0.314 cm	0.088 cm
4145	0.111 cm	0.317 cm	0.088 cm
4146	0.111 cm	0.315 cm	0.087 cm
4147	0.112 cm	0.317 cm	0.088 cm
4148	0.113 cm	0.316 cm	0.087 cm
4149	0.112 cm	0.319 cm	0.089 cm
4150	0.113 cm	0.32 cm	0.089 cm
4151	0.114 cm	0.318 cm	0.088 cm
4152	0.113 cm	0.322 cm	0.09 cm
4153	0.114 cm	0.323 cm	0.09 cm
4154	0.115 cm	0.321 cm	0.089 cm
4155	0.116 cm	0.323 cm	0.09 cm
4156	0.117 cm	0.321 cm	0.089 cm
4157	0.118 cm	0.324 cm	0.09 cm
4158	0.118 cm	0.322 cm	0.089 cm
4159	0.12 cm	0.324 cm	0.09 cm
4160	0.12 cm	0.322 cm	0.089 cm
4161	0.122 cm	0.324 cm	0.091 cm
4162	0.122 cm	0.322 cm	0.089 cm
4163	0.121 cm	0.326 cm	0.092 cm
4164	0.123 cm	0.326 cm	0.092 cm
4165	0.123 cm	0.324 cm	0.091 cm
4166	0.123 cm	0.328 cm	0.094 cm
4167	0.108 cm	0.31 cm	0.088 cm
4168	0.109 cm	0.309 cm	0.088 cm
4169	0.108 cm	0.308 cm	0.088 cm
4170	0.108 cm	0.309 cm	0.089 cm
4171	0.109 cm	0.311 cm	0.088 cm
4172	0.11 cm	0.31 cm	0.087 cm
4173	0.111 cm	0.312 cm	0.087 cm
4174	0.111 cm	0.31 cm	0.086 cm
4175	0.112 cm	0.313 cm	0.086 cm
4176	0.112 cm	0.311 cm	0.086 cm
4177	0.113 cm	0.314 cm	0.086 cm
4178	0.113 cm	0.312 cm	0.085 cm
4179	0.114 cm	0.314 cm	0.086 cm
4180	0.115 cm	0.312 cm	0.084 cm
4181	0.114 cm	0.316 cm	0.087 cm
4182	0.116 cm	0.317 cm	0.087 cm
4183	0.116 cm	0.315 cm	0.085 cm
4184	0.115 cm	0.319 cm	0.088 cm
4185	0.117 cm	0.32 cm	0.088 cm
4186	0.117 cm	0.318 cm	0.086 cm
4187	0.119 cm	0.32 cm	0.088 cm
4188	0.119 cm	0.318 cm	0.086 cm
4189	0.121 cm	0.32 cm	0.088 cm
4190	0.121 cm	0.318 cm	0.086 cm
4191	0.122 cm	0.32 cm	0.088 cm
4192	0.123 cm	0.318 cm	0.087 cm
4193	0.124 cm	0.32 cm	0.089 cm
4194	0.124 cm	0.318 cm	0.088 cm
4195	0.124 cm	0.322 cm	0.09 cm
4196	0.114 cm	0.309 cm	0.084 cm
4197	0.115 cm	0.31 cm	0.084 cm
4198	0.115 cm	0.307 cm	0.083 cm
4199	0.114 cm	0.307 cm	0.084 cm
4200	0.113 cm	0.306 cm	0.085 cm
4201	0.112 cm	0.309 cm	0.085 cm
4202	0.111 cm	0.308 cm	0.086 cm
4203	0.111 cm	0.306 cm	0.085 cm
4204	0.11 cm	0.308 cm	0.086 cm
4205	0.111 cm	0.306 cm	0.086 cm
4206	0.116 cm	0.31 cm	0.083 cm
4207	0.116 cm	0.308 cm	0.083 cm
4208	0.116 cm	0.313 cm	0.084 cm
4209	0.117 cm	0.313 cm	0.084 cm
4210	0.118 cm	0.31 cm	0.083 cm
4211	0.117 cm	0.315 cm	0.085 cm
4212	0.119 cm	0.316 cm	0.085 cm
4213	0.119 cm	0.313 cm	0.084 cm
4214	0.121 cm	0.316 cm	0.085 cm
4215	0.121 cm	0.314 cm	0.084 cm
4216	0.123 cm	0.316 cm	0.086 cm
4217	0.122 cm	0.314 cm	0.084 cm
4218	0.124 cm	0.315 cm	0.086 cm
4219	0.124 cm	0.313 cm	0.085 cm
4220	0.122 cm	0.309 cm	0.083 cm
4221	0.122 cm	0.311 cm	0.083 cm
4222	0.124 cm	0.311 cm	0.084 cm
4223	0.123 cm	0.309 cm	0.083 cm
4224	0.121 cm	0.311 cm	0.083 cm
4225	0.12 cm	0.309 cm	0.082 cm
4226	0.119 cm	0.311 cm	0.083 cm
4227	0.119 cm	0.308 cm	0.082 cm
4228	0.118 cm	0.308 cm	0.082 cm
4229	0.055 cm	0.334 cm	0.109 cm
4230	0.056 cm	0.336 cm	0.11 cm
4231	0.057 cm	0.335 cm	0.11 cm
4232	0.057 cm	0.333 cm	0.11 cm
4233	0.054 cm	0.337 cm	0.109 cm
4234	0.054 cm	0.338 cm	0.11 cm
4235	0.056 cm	0.338 cm	0.11 cm
4236	0.052 cm	0.338 cm	0.109 cm
4237	0.053 cm	0.339 cm	0.11 cm
4238	0.051 cm	0.339 cm	0.11 cm
4239	0.052 cm	0.341 cm	0.11 cm
4240	0.049 cm	0.341 cm	0.11 cm
4241	0.05 cm	0.342 cm	0.111 cm
4242	0.048 cm	0.34 cm	0.11 cm
4243	0.048 cm	0.344 cm	0.111 cm
4244	0.049 cm	0.344 cm	0.112 cm
4245	0.047 cm	0.346 cm	0.112 cm
4246	0.048 cm	0.346 cm	0.113 cm
4247	0.046 cm	0.348 cm	0.114 cm
4248	0.048 cm	0.348 cm	0.114 cm
4249	0.046 cm	0.351 cm	0.115 cm
4250	0.048 cm	0.35 cm	0.115 cm
4251	0.046 cm	0.353 cm	0.117 cm
4252	0.048 cm	0.353 cm	0.117 cm
4253	0.047 cm	0.356 cm	0.118 cm
4254	0.048 cm	0.355 cm	0.118 cm
4255	0.046 cm	0.356 cm	0.118 cm
4256	0.047 cm	0.358 cm	0.119 cm
4257	0.049 cm	0.357 cm	0.119 cm
4258	0.048 cm	0.36 cm	0.12 cm
4259	0.049 cm	0.359 cm	0.12 cm
4260	0.049 cm	0.362 cm	0.121 cm
4261	0.05 cm	0.361 cm	0.121 cm
4262	0.05 cm	0.364 cm	0.122 cm
4263	0.051 cm	0.363 cm	0.122 cm
4264	0.049 cm	0.365 cm	0.123 cm
4265	0.051 cm	0.366 cm	0.123 cm
4266	0.052 cm	0.365 cm	0.122 cm
4267	0.052 cm	0.368 cm	0.124 cm
4268	0.053 cm	0.367 cm	0.123 cm
4269	0.054 cm	0.37 cm	0.124 cm
4270	0.055 cm	0.368 cm	0.124 cm
4271	0.055 cm	0.371 cm	0.125 cm
4272	0.056 cm	0.37 cm	0.124 cm
4273	0.054 cm	0.373 cm	0.126 cm
4274	0.057 cm	0.373 cm	0.125 cm
4275	0.058 cm	0.371 cm	0.124 cm
4276	0.058 cm	0.375 cm	0.125 cm
4277	0.059 cm	0.373 cm	0.124 cm
4278	0.06 cm	0.376 cm	0.125 cm
4279	0.061 cm	0.374 cm	0.124 cm
4280	0.062 cm	0.377 cm	0.125 cm
4281	0.062 cm	0.375 cm	0.124 cm
4282	0.061 cm	0.379 cm	0.126 cm
4283	0.064 cm	0.378 cm	0.125 cm
4284	0.064 cm	0.376 cm	0.124 cm
4285	0.066 cm	0.379 cm	0.125 cm
4286	0.066 cm	0.377 cm	0.124 cm
4287	0.068 cm	0.38 cm	0.125 cm
4288	0.068 cm	0.378 cm	0.124 cm
4289	0.07 cm	0.38 cm	0.125 cm
4290	0.07 cm	0.378 cm	0.124 cm
4291	0.07 cm	0.382 cm	0.126 cm
4292	0.072 cm	0.38 cm	0.124 cm
4293	0.072 cm	0.378 cm	0.124 cm
4294	0.074 cm	0.38 cm	0.124 cm
4295	0.074 cm	0.378 cm	0.124 cm
4296	0.077 cm	0.38 cm	0.124 cm
4297	0.076 cm	0.377 cm	0.124 cm
4298	0.079 cm	0.379 cm	0.124 cm
4299	0.078 cm	0.377 cm	0.124 cm
4300	0.079 cm	0.382 cm	0.125 cm
4301	0.081 cm	0.379 cm	0.124 cm
4302	0.08 cm	0.376 cm	0.123 cm
4303	0.082 cm	0.375 cm	0.123 cm
4304	0.081 cm	0.373 cm	0.123 cm
4305	0.08 cm	0.374 cm	0.123 cm
4306	0.083 cm	0.372 cm	0.123 cm
4307	0.082 cm	0.369 cm	0.122 cm
4308	0.081 cm	0.37 cm	0.122 cm
4309	0.084 cm	0.368 cm	0.122 cm
4310	0.083 cm	0.366 cm	0.121 cm
4311	0.081 cm	0.367 cm	0.121 cm
4312	0.084 cm	0.364 cm	0.121 cm
4313	0.083 cm	0.362 cm	0.12 cm
4314	0.082 cm	0.363 cm	0.121 cm
4315	0.084 cm	0.361 cm	0.12 cm
4316	0.082 cm	0.358 cm	0.119 cm
4317	0.081 cm	0.359 cm	0.12 cm
4318	0.083 cm	0.357 cm	0.119 cm
4319	0.081 cm	0.354 cm	0.118 cm
4320	0.08 cm	0.356 cm	0.119 cm
4321	0.081 cm	0.353 cm	0.117 cm
4322	0.079 cm	0.351 cm	0.117 cm
4323	0.078 cm	0.352 cm	0.118 cm
4324	0.079 cm	0.35 cm	0.116 cm
4325	0.077 cm	0.348 cm	0.116 cm
4326	0.077 cm	0.349 cm	0.117 cm
4327	0.078 cm	0.347 cm	0.115 cm
4328	0.077 cm	0.356 cm	0.12 cm
4329	0.078 cm	0.355 cm	0.119 cm
4330	0.076 cm	0.352 cm	0.119 cm
4331	0.075 cm	0.353 cm	0.12 cm
4332	0.075 cm	0.355 cm	0.12 cm
4333	0.076 cm	0.357 cm	0.12 cm
4334	0.074 cm	0.356 cm	0.12 cm
4335	0.076 cm	0.358 cm	0.12 cm
4336	0.078 cm	0.359 cm	0.12 cm
4337	0.079 cm	0.358 cm	0.12 cm
4338	0.077 cm	0.36 cm	0.121 cm
4339	0.075 cm	0.359 cm	0.121 cm
4340	0.076 cm	0.361 cm	0.121 cm
4341	0.078 cm	0.363 cm	0.121 cm
4342	0.079 cm	0.362 cm	0.12 cm
4343	0.077 cm	0.364 cm	0.121 cm
4344	0.075 cm	0.362 cm	0.121 cm
4345	0.076 cm	0.364 cm	0.121 cm
4346	0.078 cm	0.366 cm	0.121 cm
4347	0.079 cm	0.365 cm	0.121 cm
4348	0.077 cm	0.367 cm	0.122 cm
4349	0.075 cm	0.365 cm	0.121 cm
4350	0.075 cm	0.367 cm	0.122 cm
4351	0.077 cm	0.369 cm	0.122 cm
4352	0.079 cm	0.369 cm	0.122 cm
4353	0.076 cm	0.37 cm	0.122 cm
4354	0.074 cm	0.368 cm	0.122 cm
4355	0.074 cm	0.37 cm	0.123 cm
4356	0.076 cm	0.372 cm	0.123 cm
4357	0.078 cm	0.372 cm	0.123 cm
4358	0.074 cm	0.373 cm	0.123 cm
4359	0.072 cm	0.371 cm	0.123 cm
4360	0.072 cm	0.373 cm	0.123 cm
4361	0.074 cm	0.375 cm	0.123 cm
4362	0.076 cm	0.375 cm	0.123 cm
4363	0.072 cm	0.376 cm	0.123 cm
4364	0.071 cm	0.373 cm	0.123 cm
4365	0.07 cm	0.376 cm	0.124 cm
4366	0.071 cm	0.371 cm	0.123 cm
4367	0.069 cm	0.371 cm	0.123 cm
4368	0.069 cm	0.373 cm	0.123 cm
4369	0.069 cm	0.375 cm	0.124 cm
4370	0.067 cm	0.373 cm	0.123 cm
4371	0.067 cm	0.375 cm	0.124 cm
4372	0.068 cm	0.37 cm	0.123 cm
4373	0.066 cm	0.37 cm	0.123 cm
4374	0.065 cm	0.372 cm	0.123 cm
4375	0.065 cm	0.374 cm	0.124 cm
4376	0.064 cm	0.371 cm	0.123 cm
4377	0.063 cm	0.373 cm	0.124 cm
4378	0.064 cm	0.369 cm	0.123 cm
4379	0.063 cm	0.368 cm	0.123 cm
4380	0.062 cm	0.37 cm	0.123 cm
4381	0.062 cm	0.372 cm	0.124 cm
4382	0.061 cm	0.369 cm	0.123 cm
4383	0.06 cm	0.371 cm	0.124 cm
4384	0.062 cm	0.367 cm	0.123 cm
4385	0.06 cm	0.366 cm	0.122 cm
4386	0.059 cm	0.368 cm	0.123 cm
4387	0.059 cm	0.37 cm	0.124 cm
4388	0.058 cm	0.367 cm	0.123 cm
4389	0.057 cm	0.368 cm	0.123 cm
4390	0.059 cm	0.365 cm	0.122 cm
4391	0.058 cm	0.364 cm	0.122 cm
4392	0.057 cm	0.365 cm	0.122 cm
4393	0.056 cm	0.367 cm	0.123 cm
4394	0.056 cm	0.364 cm	0.122 cm
4395	0.055 cm	0.365 cm	0.122 cm
4396	0.057 cm	0.363 cm	0.121 cm
4397	0.056 cm	0.361 cm	0.121 cm
4398	0.055 cm	0.362 cm	0.121 cm
4399	0.053 cm	0.364 cm	0.122 cm
4400	0.054 cm	0.361 cm	0.121 cm
4401	0.052 cm	0.362 cm	0.121 cm
4402	0.055 cm	0.36 cm	0.12 cm
4403	0.054 cm	0.358 cm	0.119 cm
4404	0.053 cm	0.359 cm	0.12 cm
4405	0.051 cm	0.36 cm	0.12 cm
4406	0.052 cm	0.358 cm	0.119 cm
4407	0.051 cm	0.358 cm	0.119 cm
4408	0.053 cm	0.357 cm	0.119 cm
4409	0.053 cm	0.355 cm	0.118 cm
4410	0.051 cm	0.356 cm	0.118 cm
4411	0.05 cm	0.357 cm	0.119 cm
4412	0.051 cm	0.354 cm	0.117 cm
4413	0.05 cm	0.355 cm	0.118 cm
4414	0.052 cm	0.353 cm	0.117 cm
4415	0.052 cm	0.351 cm	0.116 cm
4416	0.051 cm	0.352 cm	0.116 cm
4417	0.049 cm	0.352 cm	0.117 cm
4418	0.051 cm	0.35 cm	0.115 cm
4419	0.049 cm	0.35 cm	0.115 cm
4420	0.052 cm	0.349 cm	0.115 cm
4421	0.052 cm	0.348 cm	0.114 cm
4422	0.051 cm	0.348 cm	0.114 cm
4423	0.049 cm	0.348 cm	0.114 cm
4424	0.053 cm	0.349 cm	0.115 cm
4425	0.053 cm	0.347 cm	0.114 cm
4426	0.054 cm	0.351 cm	0.116 cm
4427	0.055 cm	0.35 cm	0.116 cm
4428	0.055 cm	0.348 cm	0.115 cm
4429	0.054 cm	0.352 cm	0.117 cm
4430	0.055 cm	0.351 cm	0.116 cm
4431	0.054 cm	0.354 cm	0.118 cm
4432	0.055 cm	0.353 cm	0.117 cm
4433	0.055 cm	0.356 cm	0.118 cm
4434	0.056 cm	0.354 cm	0.118 cm
4435	0.055 cm	0.357 cm	0.119 cm
4436	0.056 cm	0.356 cm	0.119 cm
4437	0.056 cm	0.358 cm	0.12 cm
4438	0.057 cm	0.357 cm	0.119 cm
4439	0.057 cm	0.36 cm	0.12 cm
4440	0.058 cm	0.359 cm	0.12 cm
4441	0.058 cm	0.361 cm	0.121 cm
4442	0.059 cm	0.36 cm	0.12 cm
4443	0.059 cm	0.362 cm	0.121 cm
4444	0.06 cm	0.361 cm	0.121 cm
4445	0.06 cm	0.364 cm	0.122 cm
4446	0.061 cm	0.362 cm	0.121 cm
4447	0.061 cm	0.365 cm	0.122 cm
4448	0.062 cm	0.363 cm	0.121 cm
4449	0.062 cm	0.366 cm	0.122 cm
4450	0.063 cm	0.364 cm	0.122 cm
4451	0.064 cm	0.366 cm	0.122 cm
4452	0.064 cm	0.364 cm	0.122 cm
4453	0.065 cm	0.367 cm	0.122 cm
4454	0.065 cm	0.365 cm	0.122 cm
4455	0.066 cm	0.368 cm	0.122 cm
4456	0.067 cm	0.365 cm	0.122 cm
4457	0.068 cm	0.368 cm	0.122 cm
4458	0.068 cm	0.366 cm	0.122 cm
4459	0.069 cm	0.368 cm	0.122 cm
4460	0.069 cm	0.366 cm	0.122 cm
4461	0.071 cm	0.368 cm	0.122 cm
4462	0.071 cm	0.366 cm	0.122 cm
4463	0.072 cm	0.368 cm	0.122 cm
4464	0.072 cm	0.366 cm	0.122 cm
4465	0.073 cm	0.365 cm	0.122 cm
4466	0.073 cm	0.363 cm	0.121 cm
4467	0.072 cm	0.363 cm	0.121 cm
4468	0.074 cm	0.363 cm	0.121 cm
4469	0.073 cm	0.36 cm	0.121 cm
4470	0.072 cm	0.361 cm	0.121 cm
4471	0.074 cm	0.359 cm	0.121 cm
4472	0.073 cm	0.357 cm	0.121 cm
4473	0.072 cm	0.358 cm	0.121 cm
4474	0.074 cm	0.356 cm	0.121 cm
4475	0.056 cm	0.34 cm	0.111 cm
4476	0.056 cm	0.342 cm	0.112 cm
4477	0.058 cm	0.341 cm	0.112 cm
4478	0.058 cm	0.339 cm	0.111 cm
4479	0.057 cm	0.337 cm	0.111 cm
4480	0.055 cm	0.34 cm	0.111 cm
4481	0.055 cm	0.342 cm	0.112 cm
4482	0.054 cm	0.341 cm	0.111 cm
4483	0.054 cm	0.343 cm	0.112 cm
4484	0.053 cm	0.342 cm	0.111 cm
4485	0.053 cm	0.343 cm	0.112 cm
4486	0.053 cm	0.345 cm	0.113 cm
4487	0.054 cm	0.345 cm	0.113 cm
4488	0.055 cm	0.346 cm	0.114 cm
4489	0.056 cm	0.346 cm	0.114 cm
4490	0.055 cm	0.344 cm	0.113 cm
4491	0.056 cm	0.348 cm	0.115 cm
4492	0.057 cm	0.347 cm	0.114 cm
4493	0.057 cm	0.345 cm	0.114 cm
4494	0.056 cm	0.349 cm	0.115 cm
4495	0.057 cm	0.348 cm	0.115 cm
4496	0.056 cm	0.351 cm	0.116 cm
4497	0.058 cm	0.35 cm	0.116 cm
4498	0.057 cm	0.352 cm	0.117 cm
4499	0.058 cm	0.351 cm	0.117 cm
4500	0.057 cm	0.353 cm	0.118 cm
4501	0.058 cm	0.353 cm	0.117 cm
4502	0.058 cm	0.355 cm	0.118 cm
4503	0.059 cm	0.354 cm	0.118 cm
4504	0.058 cm	0.356 cm	0.119 cm
4505	0.059 cm	0.355 cm	0.119 cm
4506	0.059 cm	0.357 cm	0.119 cm
4507	0.06 cm	0.356 cm	0.119 cm
4508	0.06 cm	0.358 cm	0.12 cm
4509	0.061 cm	0.357 cm	0.12 cm
4510	0.061 cm	0.359 cm	0.12 cm
4511	0.062 cm	0.358 cm	0.12 cm
4512	0.062 cm	0.36 cm	0.121 cm
4513	0.062 cm	0.359 cm	0.12 cm
4514	0.063 cm	0.361 cm	0.121 cm
4515	0.063 cm	0.359 cm	0.121 cm
4516	0.064 cm	0.362 cm	0.121 cm
4517	0.064 cm	0.36 cm	0.121 cm
4518	0.065 cm	0.362 cm	0.121 cm
4519	0.065 cm	0.361 cm	0.121 cm
4520	0.066 cm	0.363 cm	0.122 cm
4521	0.066 cm	0.361 cm	0.121 cm
4522	0.067 cm	0.363 cm	0.122 cm
4523	0.067 cm	0.361 cm	0.121 cm
4524	0.068 cm	0.364 cm	0.122 cm
4525	0.068 cm	0.361 cm	0.121 cm
4526	0.069 cm	0.364 cm	0.122 cm
4527	0.069 cm	0.361 cm	0.121 cm
4528	0.071 cm	0.364 cm	0.122 cm
4529	0.07 cm	0.361 cm	0.121 cm
4530	0.071 cm	0.361 cm	0.121 cm
4531	0.071 cm	0.359 cm	0.121 cm
4532	0.07 cm	0.359 cm	0.121 cm
4533	0.072 cm	0.358 cm	0.121 cm
4534	0.058 cm	0.346 cm	0.115 cm
4535	0.058 cm	0.345 cm	0.114 cm
4536	0.058 cm	0.343 cm	0.113 cm
4537	0.057 cm	0.344 cm	0.113 cm
4538	0.059 cm	0.348 cm	0.115 cm
4539	0.059 cm	0.349 cm	0.116 cm
4540	0.069 cm	0.359 cm	0.121 cm
4541	0.068 cm	0.359 cm	0.121 cm
4542	0.068 cm	0.359 cm	0.121 cm
4543	0.067 cm	0.359 cm	0.121 cm
4544	0.066 cm	0.359 cm	0.121 cm
4545	0.065 cm	0.358 cm	0.121 cm
4546	0.064 cm	0.358 cm	0.121 cm
4547	0.063 cm	0.357 cm	0.12 cm
4548	0.062 cm	0.356 cm	0.12 cm
4549	0.062 cm	0.356 cm	0.12 cm
4550	0.06 cm	0.353 cm	0.118 cm
4551	0.06 cm	0.351 cm	0.117 cm
4552	0.059 cm	0.35 cm	0.117 cm
4553	0.06 cm	0.354 cm	0.119 cm
4554	0.061 cm	0.355 cm	0.119 cm
4555	0.078 cm	0.374 cm	0.123 cm
4556	0.079 cm	0.371 cm	0.122 cm
4557	0.08 cm	0.368 cm	0.122 cm
4558	0.08 cm	0.364 cm	0.121 cm
4559	0.08 cm	0.361 cm	0.12 cm
4560	0.079 cm	0.357 cm	0.119 cm
4561	0.078 cm	0.353 cm	0.118 cm
4562	0.076 cm	0.351 cm	0.118 cm
4563	0.076 cm	0.35 cm	0.118 cm
